Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jimmy Graham,TE,1,NO,WAS,10,6,60,85,1,23,9,14,0,0,0,0,0,20.50,2012
2,Aaron Hernandez,TE,1,NE,TEN,7,6,86,59,1,23,8,10,1,5,0,0,0,18.40,2012
3,Dennis Pitta,TE,1,BAL,CIN,9,5,56,73,1,25,8,15,0,0,0,0,0,18.30,2012
4,Rob Gronkowski,TE,1,NE,TEN,6,6,100,60,1,28,10,10,0,0,0,0,0,18.00,2012
5,Jermichael Finley,TE,1,GB,SF,11,7,64,47,1,16,4,7,0,0,0,0,0,17.70,2012
6,Tony Gonzalez,TE,1,ATL,KC,6,5,83,53,1,25,9,11,0,0,0,0,0,16.30,2012
7,Marcedes Lewis,TE,1,JAX,MIN,5,5,100,52,1,18,10,10,0,0,0,0,0,16.20,2012
8,Jacob Tamme,TE,1,DEN,PIT,5,5,100,43,1,18,9,9,0,0,0,0,0,15.30,2012
9,Heath Miller,TE,1,PIT,DEN,7,4,57,50,1,23,7,13,0,0,0,0,0,15.00,2012
10,Coby Fleener,TE,1,IND,CHI,10,6,60,82,0,24,8,14,0,0,0,0,0,14.20,2012
11,Martellus Bennett,TE,1,NYG,DAL,6,4,67,40,1,12,7,10,0,0,0,0,0,14.00,2012
12,Scott Chandler,TE,1,BUF,NYJ,6,4,67,38,1,13,6,10,0,0,0,0,0,13.80,2012
13,Vernon Davis,TE,1,SF,GB,5,3,60,43,1,29,9,14,0,0,0,0,0,13.30,2012
14,Owen Daniels,TE,1,HOU,MIA,8,4,50,87,0,29,11,22,0,0,0,0,0,12.70,2012
15,Brandon Pettigrew,TE,1,DET,LAR,10,5,50,77,0,24,8,15,0,0,0,0,0,12.70,2012
16,Kyle Rudolph,TE,1,MIN,JAX,7,5,71,67,0,29,10,13,0,0,0,0,0,11.70,2012
17,Kevin Boss,TE,1,KC,ATL,2,2,100,36,1,22,18,18,0,0,0,0,0,11.60,2012
18,Greg Olsen,TE,1,CAR,TB,7,6,86,56,0,20,8,9,0,0,0,0,0,11.60,2012
19,Brandon Myers,TE,1,OAK,LAC,5,5,100,65,0,26,13,13,0,0,0,0,0,11.50,2012
20,Clay Harbor,TE,1,PHI,CLE,6,3,50,16,1,10,3,5,0,0,0,0,0,10.60,2012
21,Brent Celek,TE,1,PHI,CLE,8,4,50,65,0,28,8,16,0,0,0,0,0,10.50,2012
22,Jared Cook,TE,1,TEN,NE,6,4,67,64,0,35,11,16,0,0,0,0,0,10.40,2012
23,Antonio Gates,TE,1,LAC,OAK,8,4,50,43,0,17,5,11,0,0,0,0,0,8.30,2012
24,Tony Scheffler,TE,1,DET,LAR,8,5,63,30,0,10,4,6,0,0,0,0,0,8.00,2012
25,Zach Miller,TE,1,SEA,ARI,3,3,100,40,0,27,13,13,0,0,0,0,0,7.00,2012
26,Tony Moeaki,TE,1,KC,ATL,6,3,50,37,0,18,6,12,0,0,0,0,0,6.70,2012
27,Jeff Cumberland,TE,1,NYJ,BUF,4,3,75,33,0,13,8,11,0,0,0,0,0,6.30,2012
28,Todd Heap,TE,1,ARI,SEA,4,3,75,32,0,13,8,11,0,0,0,0,0,6.20,2012
29,Jermaine Gresham,TE,1,CIN,BAL,8,3,38,30,0,13,4,10,0,0,0,0,0,6.00,2012
30,Fred Davis,TE,1,WAS,NO,4,2,50,38,0,26,10,19,0,0,0,0,0,5.80,2012
31,Anthony Fasano,TE,1,MIA,HOU,5,3,60,19,0,12,4,6,0,0,0,0,0,4.90,2012
32,Dallas Clark,TE,1,TB,CAR,1,1,100,33,0,33,33,33,0,0,0,0,0,4.30,2012
33,Ed Dickson,TE,1,BAL,CIN,3,2,67,22,0,19,7,11,0,0,0,0,0,4.20,2012
34,Will Heller,TE,1,DET,LAR,2,2,100,19,0,14,10,10,0,0,0,0,0,3.90,2012
35,Lance Kendricks,TE,1,LAR,DET,2,2,100,16,0,8,8,8,0,0,0,0,0,3.60,2012
36,Logan Paulsen,TE,1,WAS,NO,1,1,100,22,0,22,22,22,0,0,0,0,0,3.20,2012
37,Jason Witten,TE,1,DAL,NYG,3,2,67,10,0,7,3,5,0,0,0,0,0,3.00,2012
38,Benjamin Watson,TE,1,CLE,PHI,2,2,100,9,0,6,5,5,0,0,0,0,0,2.90,2012
39,Jeff King,TE,1,ARI,SEA,3,2,67,8,0,5,3,4,0,0,0,0,0,2.80,2012
40,Kyle Adams,TE,1,CHI,IND,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70,2012
41,James Casey,TE,1,HOU,MIA,2,1,50,17,0,17,9,17,0,0,0,0,0,2.70,2012
42,David Ausberry,TE,1,OAK,LAC,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20,2012
43,James Hanna,TE,1,DAL,NYG,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00,2012
44,Mike McNeill,TE,1,LAR,DET,1,1,100,10,0,10,10,10,0,0,0,0,0,2.00,2012
45,Dominique Jones,TE,1,IND,CHI,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80,2012
46,Dustin Keller,TE,1,NYJ,BUF,1,1,100,7,0,7,7,7,0,0,0,0,0,1.70,2012
47,John Phillips,TE,1,DAL,NYG,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2012
48,Bear Pascoe,TE,1,NYG,DAL,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2012
49,Michael Palmer,TE,1,ATL,KC,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2012
50,Joel Dreessen,TE,1,DEN,PIT,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2012
