Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Julio Jones,WR,14,ATL,GB,17,11,65,259,1,79,15,24,0,0,0,0,0,45.90,2014
2,AJ Green,WR,14,CIN,PIT,15,11,73,224,1,81,15,20,0,0,0,0,0,42.40,2014
3,TY Hilton,WR,14,IND,CLE,19,10,53,150,2,42,8,15,0,0,0,1,1,39.00,2014
4,Jordy Nelson,WR,14,GB,ATL,10,8,80,146,2,60,15,18,0,0,0,0,0,37.60,2014
5,Odell Beckham Jr,WR,14,NYG,TEN,15,11,73,130,1,50,9,12,1,9,0,0,0,33.90,2014
6,Calvin Johnson,WR,14,DET,TB,9,8,89,158,1,53,18,20,0,0,0,0,0,32.80,2014
7,Julian Edelman,WR,14,NE,LAC,12,8,67,141,1,69,12,18,1,4,0,0,0,31.50,2014
8,Vincent Jackson,WR,14,TB,DET,17,10,59,159,0,50,9,16,0,0,0,0,0,28.90,2014
9,Percy Harvin,WR,14,NYJ,MIN,9,6,67,124,1,45,14,21,2,3,0,1,0,27.70,2014
10,Jarius Wright,WR,14,MIN,NYJ,5,4,80,123,1,87,25,31,1,23,0,0,0,27.60,2014
11,Martavis Bryant,WR,14,PIT,CIN,6,4,67,109,1,94,18,27,0,0,0,0,0,23.90,2014
12,Antonio Brown,WR,14,PIT,CIN,14,9,64,117,0,32,8,13,0,0,0,0,0,23.70,2014
13,Charles Johnson,WR,14,MIN,NYJ,8,4,50,103,1,56,13,26,0,0,0,1,0,23.30,2014
14,Sammy Watkins,WR,14,BUF,DEN,12,7,58,127,0,35,11,18,0,0,0,1,1,21.70,2014
15,Alshon Jeffery,WR,14,CHI,DAL,9,6,67,95,1,27,11,16,0,0,0,0,0,21.50,2014
16,Doug Baldwin,WR,14,SEA,PHI,7,5,71,97,1,25,14,19,0,0,0,0,0,20.70,2014
17,Mike Evans,WR,14,TB,DET,11,4,36,45,2,26,4,11,0,0,0,0,0,20.50,2014
18,Steve Smith,WR,14,BAL,MIA,11,7,64,70,1,27,6,10,0,0,0,0,0,20.00,2014
19,Cole Beasley,WR,14,DAL,CHI,3,3,100,42,2,24,14,14,0,0,0,0,0,19.20,2014
20,Kamar Aiken,WR,14,BAL,MIA,7,6,86,65,1,13,9,11,0,0,0,0,0,18.50,2014
21,Pierre Garcon,WR,14,WAS,LAR,11,9,82,95,0,18,9,11,0,0,0,0,0,18.50,2014
22,Chris Hogan,WR,14,BUF,DEN,9,7,78,54,1,14,6,8,0,0,0,0,0,18.40,2014
23,Eric Decker,WR,14,NYJ,MIN,8,6,75,89,0,29,11,15,0,0,0,0,0,14.90,2014
24,Allen Hurns,WR,14,JAX,HOU,10,5,50,36,1,16,4,7,0,0,0,0,0,14.60,2014
25,Michael Crabtree,WR,14,SF,OAK,14,9,64,56,0,18,4,6,0,0,0,0,0,14.60,2014
26,Malcom Floyd,WR,14,LAC,NE,6,3,50,54,1,28,9,18,0,0,0,0,0,14.40,2014
27,Dez Bryant,WR,14,DAL,CHI,8,6,75,82,0,43,10,14,0,0,0,0,0,14.20,2014
28,Wes Welker,WR,14,DEN,BUF,6,6,100,82,0,38,14,14,0,0,0,0,0,14.20,2014
29,Tavon Austin,WR,14,LAR,WAS,2,2,100,14,0,9,7,7,5,46,0,0,0,14.00,2014
30,Roddy White,WR,14,ATL,GB,5,3,60,42,1,29,8,14,0,0,0,0,0,13.20,2014
31,Jaron Brown,WR,14,ARI,KC,3,2,67,48,1,26,16,24,0,0,0,0,0,12.80,2014
32,Michael Floyd,WR,14,ARI,KC,7,4,57,85,0,45,12,21,0,0,0,0,0,12.50,2014
33,Marques Colston,WR,14,NO,CAR,7,5,71,72,0,28,10,14,0,0,0,0,0,12.20,2014
34,Derek Hagan,WR,14,TEN,NYG,7,6,86,62,0,26,9,10,0,0,0,0,0,12.20,2014
35,Marqise Lee,WR,14,JAX,HOU,8,5,63,67,0,31,8,13,1,4,0,0,0,12.10,2014
36,Jarvis Landry,WR,14,MIA,BAL,6,6,100,55,0,20,9,9,0,0,0,1,0,11.50,2014
37,Jason Avant,WR,14,KC,ARI,7,5,71,64,0,41,9,13,0,0,0,0,0,11.40,2014
38,Jeremy Maclin,WR,14,PHI,SEA,6,3,50,21,1,12,4,7,0,0,0,0,0,11.10,2014
39,Preston Parker,WR,14,NYG,TEN,5,5,100,60,0,17,12,12,0,0,0,0,0,11.00,2014
40,Emmanuel Sanders,WR,14,DEN,BUF,6,4,67,56,0,37,9,14,1,13,0,0,0,10.90,2014
41,Kelvin Benjamin,WR,14,CAR,NO,5,2,40,24,1,15,5,12,0,0,0,0,0,10.40,2014
42,Greg Jennings,WR,14,MIN,NYJ,7,5,71,52,0,17,7,10,0,0,0,0,0,10.20,2014
43,Anquan Boldin,WR,14,SF,OAK,9,4,44,54,0,20,6,14,1,4,0,0,0,9.80,2014
44,Randall Cobb,WR,14,GB,ATL,5,4,80,58,0,23,12,15,1,-1,0,0,0,9.70,2014
45,Albert Wilson,WR,14,KC,ARI,8,4,50,53,0,22,7,13,0,0,0,0,0,9.30,2014
46,Brian Hartline,WR,14,MIA,BAL,4,2,50,11,1,8,3,6,0,0,0,0,0,9.10,2014
47,Harry Douglas,WR,14,ATL,GB,3,2,67,11,1,9,4,6,0,0,0,0,0,9.10,2014
48,Brandon Marshall,WR,14,CHI,DAL,4,3,75,61,0,42,15,20,0,0,0,0,0,9.10,2014
49,Golden Tate,WR,14,DET,TB,5,4,80,50,0,19,10,13,0,0,0,0,0,9.00,2014
50,DeAndre Hopkins,WR,14,HOU,JAX,6,4,67,49,0,28,8,12,0,0,0,0,0,8.90,2014
